GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
25	rs2244648	8	11433909	rs2898290	2018-09-14	27618452	Ehret GB	2016-09-12	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618452	The genetics of blood pressure regulation and its target organs from association studies in 342,415 individuals.	Systolic blood pressure	up to 201,529 European ancestry individuals	up to 140,886 European ancestry individuals	8p23.1	BLK, GATA4	BLK - LINC00208	640	83655		11801	135	rs2898290-T	rs2898290	0	2898290	non_coding_transcript_exon_variant	1	0.491	9E-11	10.045757490560675		0.377	[0.26-0.49] mm Hg increase	Affymetrix, Illumina, Perlegen [128272]	N
25	rs2244648	8	11435516	rs10108511	2017-03-13	27527254	Gharahkhani P	2016-08-12	Lancet Oncol	www.ncbi.nlm.nih.gov/pubmed/27527254	Genome-wide association studies in oesophageal adenocarcinoma and Barrett's oesophagus: a large-scale meta-analysis.	Barrett's esophagus  or Esophageal adenocarcinoma	6,167 European ancestry Barrett's oesophagus cases, 4,112 European ancestry esophageal adenocarcinoma cases, 17,159 European ancestry controls	NA	8p23.1	BLK, LINC00208	LINC00208			83655			rs10108511-T	rs10108511	0	10108511	intron_variant	0		2E-9	8.698970004336019		1.12	[1.08-1.16]	Illumina [11951684] (imputed)	N
25	rs2244648	8	11448659	rs2244894	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Pulse pressure x alcohol consumption interaction (2df test)	91,099 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	238,053 European ancestry drinkers, 2,280 African American drinkers, 54,080 Asian ancestry drinkers, 6,447 Hispanic ancestry drinkers, 43,318 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic ancestry non-drinkers	8p23.1	LINC00208	LINC00208 - LOC105379242	83655	105379242		9809	41055	rs2244894-C	rs2244894	0	2244894	intergenic_variant	1	0.44	3E-15	14.522878745280337	(Asian, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
25	rs2244648	8	11589042	rs34421088	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	8p23.1	intergenic	GATA4			2626			rs34421088-A	rs34421088	0	34421088	intron_variant	0	0.52762	2E-23	22.69897000433602		9.991	z score decrease	Illumina [18485882] (imputed)	N
26	rs1037936	8	14244215	rs3860043	2018-09-20	30019117	Liu J	2018-07-17	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30019117	The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.	Adolescent idiopathic scoliosis	196 cases, 303 controls	NA	8p22	NR	SGCZ			137868			rs3860043-?	rs3860043	0	3860043	intron_variant	0	NR	4E-6	5.3979400086720375				Affymetrix [NR]	N
28	rs1570203	9	4124377	rs7872188	2017-06-16	28166213	Wain LV	2017-02-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28166213	Genome-wide association analyses for lung function and chronic obstructive pulmonary disease identify new loci and potential druggable targets.	Lung function (FEV1)	48,943 European ancestry individuals.	57,176 European ancestry individuals, 38,199 individuals.	9p24.2	GLIS3	GLIS3			169792			rs7872188-T	rs7872188	0	7872188	intron_variant	0	0.4017	2E-10	9.698970004336019		0.026	[0.018-0.034] unit decrease	Affymetrix [up to 27624732] (imputed)	N
28	rs1570203	9	4145340	rs9298995	2017-03-17	27089181	Okbay A	2016-04-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27089181	Genetic variants associated with subjective well-being, depressive symptoms, and neuroticism identified through genome-wide analyses.	Neuroticism	170,911 European ancestry individuals	NA	9p24.2	NR	GLIS3			169792			rs9298995-A	rs9298995	0	9298995	intron_variant	0	0.406	1E-6	6.0		0.016965462	[0.01-0.024] unit decrease	Affymetrix [up to 6544775] (imputed)	N
28	rs1570203	9	4145340	rs9298995	2018-02-01	29255261	Luciano M	2017-12-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29255261	Association analysis in over 329,000 individuals identifies 116 independent variants influencing neuroticism.	Neuroticism	329,821 European ancestry individuals	122,867 European ancestry individuals	9p24.2	intergenic	GLIS3			169792			rs9298995-A	rs9298995	0	9298995	intron_variant	0	0.39833	5E-13	12.301029995663981		7.218	z score decrease	Illumina [18485882] (imputed)	N
28	rs1570203	9	4145781	rs2380937	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	9p24.2	NR	GLIS3			169792			rs2380937-T	rs2380937	0	2380937	intron_variant	0	NR	1E-9	9.0		6.116	z score increase	Affymetrix [10847151] (imputed)	N
30	rs10510128	10	125003630	rs7089041	2018-09-06	29682794	Szekely E	2018-04-22	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/29682794	Genetic associations with childhood brain growth, defined in two longitudinal cohorts.	Right lateral prefrontal cortical growth	581 European ancestry individuals, 31 African American individuals, 8 Asian American individuals, 15 admixed individuals, 80 other ancestries individuals	NA	10q26.13	BUB3, GPR26	LOC107984275 - LOC105378531	107984275	105378531		54173	103809	rs7089041-?	rs7089041	0	7089041	intergenic_variant	1	NR	4E-6	5.3979400086720375				Illumina [at least 653030]	N
31	rs925872	11	29016502	rs7126178	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	11p14.1	Intergenic	LOC105376603			105376603			rs7126178-A	rs7126178	0	7126178	intron_variant	0	0.5509	2E-8	7.698970004336019	(MTAG)	0.0093	[0.006-0.0126] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
32	rs4592416	11	43728330	rs11037575	2012-11-02	22941191	Diskin SJ	2012-09-02	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22941191	Common variation at 6q16 within HACE1 and LIN28B influences susceptibility to neuroblastoma.	Neuroblastoma	2,101 European ancestry cases, 4,202 European ancestry controls	351 European ancestry cases, 780 European ancestry controls, 365 African American cases, 2,491 African American controls	11p11.2	HSD17B12	HSD17B12			51144			rs11037575-C	rs11037575	0	11037575	intron_variant	0	0.407	5E-8	7.301029995663981		1.231	[NR]	Illumina [426697]	N
32	rs35186585	11	43824633	rs1518814	2018-09-20	30019117	Liu J	2018-07-17	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30019117	The coexistence of copy number variations (CNVs) and single nucleotide polymorphisms (SNPs) at a locus can result in distorted calculations of the significance in associating SNPs to disease.	Adolescent idiopathic scoliosis	196 cases, 303 controls	NA	11p11.2	NR	HSD17B12			51144			rs1518814-?	rs1518814	0	1518814	intron_variant	0	NR	1E-6	6.0				Affymetrix [NR]	N
32	rs35186585	11	43864278	rs2176598	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	11p11.2	HSD17B12	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	0.251	3E-8	7.522878745280337	(EA)	0.02	[0.013-0.027] kg/m2 increase	Affymetrix, Illumina [2550021]	N
32	rs35186585	11	43864278	rs2176598	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	11p11.2	HSD17B12	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	0.252	4E-7	6.3979400086720375	(EA, men)	0.024	[0.014-0.033] kg/m2 increase	Affymetrix, Illumina [2550021]	N
32	rs35186585	11	43864278	rs2176598	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychelles male individuals, 287 Seychelles female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	11p11.2	HSD17B12	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	0.256	3E-8	7.522878745280337		0.019	[0.012-0.025] kg/m2 increase	Affymetrix, Illumina [2550021]	N
32	rs35186585	11	43864278	rs2176598	2018-07-24	26426971	Winkler TW	2015-10-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/26426971	The Influence of Age and Sex on Genetic Associations with Adult Body Size and Shape: A Large-Scale Genome-Wide Interaction Study.	Body mass index	up to 309,889 European ancestry individuals	NA	11p11.2	NR	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	0.252385805925411	1E-8	8.0		0.017458763	unit increase	Affymetrix, Illumina, Perlegen [up to 2800000] (imputed)	N
32	rs35186585	11	43864278	rs2176598	2018-09-28	30108127	Hoffmann TJ	2018-08-14	Genetics	www.ncbi.nlm.nih.gov/pubmed/30108127	A Large Multi-ethnic Genome-Wide Association Study of Adult Body Mass Index Identifies Novel Loci.	Body mass index	315,347 European ancestry individuals, 8,322 Hispanic/Latino individuals, 7,290 East Asian ancestry individuals, 3,069 African American individuals, 459 South Asian ancestry individuals	431,743 European ancestry individuals, 9,275 South Asian ancestry individuals, 8,261 African British individuals, 1,822 East Asian ancestry individuals, 7,620 individuals	11p11.2	NR	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	NR	1E-9	9.0		0.018	[NR] unit increase	Affymetrix [at least 28613428] (imputed)	N
32	rs35186585	11	43864278	rs2176598	2018-12-17	26961502	Wood AR	2016-03-10	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/26961502	Variants in the FTO and CDKAL1 loci have recessive effects on risk of obesity and type 2 diabetes, respectively.	Body mass index	29,925 British ancestry cases, 89,763 British ancestry controls	NA	11p11.2	HSD17B12	HSD17B12			51144			rs2176598-T	rs2176598	0	2176598	intron_variant	0	NR	1E-6	6.0	(additive model)	0.023	[0.013-0.033] unit increase	NR [9288881] (imputed)	N
32	rs35186585	11	43877934	rs1061810	2017-09-22	28566273	Scott RA	2017-05-31	Diabetes	www.ncbi.nlm.nih.gov/pubmed/28566273	An Expanded Genome-Wide Association Study of Type 2 Diabetes in Europeans.	Type 2 diabetes	up to 26,676 European ancestry cases, up to 132,532 European ancestry controls	14,545 European ancestry cases, 38,994 European ancestry controls	11p11.2	HSD17B12	HSD17B12			51144			rs1061810-A	rs1061810	0	1061810	3_prime_UTR_variant	0	0.28	4E-10	9.397940008672037		1.07	[1.05-1.09]	Affymetrix, Illumina [at least 11579618] (imputed)	N
34	rs2734835	11	113286490	rs2734839	2016-01-31	25869804	Ibrahim-Verbaas CA	2015-04-14	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25869804	GWAS for executive function and processing speed suggests involvement of the CADM2 gene.	Information processing speed	Up to 30,807 European ancestry individuals, up to 1,267 Erasmus Rucphen (founder/genetic isolated) individuals, up to 535 Korculan (founder/genetic isolated) individuals, up to 417 Orcadian (founder/genetic isolated) individuals, up to 311 Vis (founder/genetic isolated) individuals	Up to 8,436 European ancestry individuals, up to 1,444 African American individuals	11q23.2	DRD2	DRD2			1813			rs2734839-T	rs2734839	0	2734839	intron_variant	0	0.61	9E-7	6.045757490560675	(LDST/DSST - age, sex and education adjusted)	4.91	[NR] unit increase	Affymetrix, Illumina [up to 2357391] (imputed)	N
34	rs2734835	11	113289037	rs1107162	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	11q23.2	Intergenic	DRD2			1813			rs1107162-A	rs1107162	0	1107162	intron_variant	0	0.6056	1E-9	9.0	(MTAG)	0.0082	[0.0057-0.0107] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
34	rs2734835	11	113299829	rs7131627	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	11q23.2	Intergenic	DRD2			1813			rs7131627-A	rs7131627	0	7131627	intron_variant	0	0.6054	9E-12	11.045757490560675	(MTAG)	0.0115	[0.0082-0.0148] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
34	rs2734835	11	113299910	rs7131440	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	11q23.2	Intergenic	DRD2			1813			rs7131440-T	rs7131440	0	7131440	intron_variant	0	0.6054	5E-9	8.301029995663981	(MTAG)	0.0107	[0.0072-0.0142] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
34	rs2734835	11	113306893	rs4587762	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Neuroticism	449,484 European ancestry individuals	NA	11q23.2	NR	DRD2			1813			rs4587762-A	rs4587762	0	4587762	intron_variant	0	NR	6E-16	15.221848749616356		8.093	z score decrease	Affymetrix [10847151] (imputed)	N
37	rs8029928	15	48077925	rs4775714	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	Reaction time	330,069 European ancestry individuals	NA	15q21.1	NR	SEMA6D - LINC01491	80031	101928442		11505	17656	rs4775714-?	rs4775714	0	4775714	intergenic_variant	1	NR	6E-7	6.221848749616356		0.0087445	[0.0053-0.0122] unit decrease	Affymetrix [805426] (imputed)	N
39	rs11643715	16	23888840	rs7404928	2012-04-27	22446963	Okada Y	2012-03-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	Rheumatoid arthritis	4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	16p12.2	PRKCB1	PRKCB			5579			rs7404928-T	rs7404928	0	7404928	intron_variant	0	0.62	4E-6	5.3979400086720375		1.08	[1.05-1.12]	Affymetrix, Illumina [1948139]	N
39	rs11643715	16	23888840	rs7404928	2017-06-08	28062665	Kawashima M	2017-01-05	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28062665	Genome-wide association studies identify PRKCB as a novel genetic susceptibility locus for primary biliary cholangitis in the Japanese population.	Primary biliary cholangitis	1,381 Japanese ancestry cases, 1,505 Japanese ancestry controls	512 Japanese ancestry cases, 6,512 Japanese ancestry controls	16p12.2	PRKCB	PRKCB			5579			rs7404928-T	rs7404928	0	7404928	intron_variant	0	0.632	4E-9	8.397940008672037		1.26	[1.16-1.35]	Affymetrix [425290]	N
40	rs9933509	16	53799905	rs9928094	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Pulse pressure x alcohol consumption interaction (2df test)	91,099 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	238,053 European ancestry drinkers, 2,280 African American drinkers, 54,080 Asian ancestry drinkers, 6,447 Hispanic ancestry drinkers, 43,318 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic ancestry non-drinkers	16q12.2	FTO	FTO			79068			rs9928094-A	rs9928094	0	9928094	intron_variant	0	0.63	3E-15	14.522878745280337	(Asian, EA)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs9933509	16	53799905	rs9928094	2018-08-29	29912962	Feitosa MF	2018-06-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29912962	Novel genetic associations for blood pressure identified via gene-alcohol interaction in up to 570K individuals across multiple ancestries.	Pulse pressure x alcohol consumption interaction (2df test)	91,099 European ancestry drinkers and non-drinkers, 21,416 African American or Afro-Caribbean drinkers and non-drinkers, 12,365 Asian ancestry drinkers and non-drinkers, 8,470 Hispanic or Latin American drinkers and non-drinkers	238,053 European ancestry drinkers, 2,280 African American drinkers, 54,080 Asian ancestry drinkers, 6,447 Hispanic ancestry drinkers, 43,318 European ancestry non-drinkers, 2,761 African American non-drinkers, 86,943 Asian ancestry non-drinkers, 6,923 Hispanic ancestry non-drinkers	16q12.2	FTO	FTO			79068			rs9928094-A	rs9928094	0	9928094	intron_variant	0	0.7564	4E-7	6.3979400086720375	(Asian)			Affymetrix, Illumina [up to 39321347] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-06-26	28334899	Spracklen CN	2017-02-21	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/28334899	Association analyses of East Asian individuals and trans-ancestry analyses with European individuals reveal new loci associated with cholesterol and triglyceride levels.	Triglyceride levels	28,183 East Asian ancestry individuals, 177,861 European ancestry individuals	10,857 Chinese ancestry individuals	16q12.2	FTO	FTO			79068			rs9930333-T	rs9930333	0	9930333	intron_variant	0	0.551	8E-8	7.096910013008056	(Trans-ethnic initial)	0.0208	[0.014-0.028] unit decrease (EA Beta values)	Affymetrix, Illumina [up to 1900000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.4345	2E-64	63.69897000433602	(women)	0.0819	[0.072-0.091] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.43479999999999996	1E-103	103.0	(EA)	0.0835	[0.076-0.091] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.43479999999999996	2E-64	63.69897000433602	(EA, women)	0.0847	[0.075-0.095] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-?	rs9930333	0	9930333	intron_variant	0	NR	1E-68	68.0	(EA, women)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index (joint analysis main effects and physical activity interaction)	2,518 African American women, 86,278 European ancestry women, 1,773 Filipino ancestry women, 1,030 Indian ancestry women, 1,457 African American men, 55,137 European ancestry men, 7,648 Indian ancestry men, 5,527 European ancestry individuals	6,244 African American women, 17,531 European ancestry women, 329 African American men, 19,956 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-?	rs9930333	0	9930333	intron_variant	0	NR	2E-68	67.69897000433602	(women)			Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.4327	2E-43	42.69897000433602	(EA,women)	0.0763	[0.066-0.087] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.4327	9E-44	43.045757490560675	(women)	0.074	[0.064-0.084] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.4345	5E-72	71.30102999566398		0.0747	[0.066-0.083] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53799977	rs9930333	2017-08-18	28448500	Graff M	2017-04-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/28448500	Genome-wide physical activity interactions in adiposity - A meta-analysis of 200,452 adults.	Body mass index in physically active individuals	1,957 African American women, 1,773 Filipino ancestry women, 305 Indian ancestry women, 67,609 European ancestry women, 1,206 African American men, 2,029 Indian ancestry men, 43,399 European ancestry men, at least 4,819 European ancestry individuals	4,807 African American women, 12,347 European ancestry women, 265 African American men, 14,540 European ancestry men	16q12.2	FTO	FTO			79068			rs9930333-G	rs9930333	0	9930333	intron_variant	0	0.43479999999999996	2E-71	70.69897000433602	(EA)	0.0762	[0.068-0.085] kg/m2 increase	Affymetrix, Illumina, Perlegen [~ 2500000] (imputed)	N
40	rs9933509	16	53800568	rs9939973	2017-05-23	25673412	Shungin D	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673412	New genetic loci link adipose and insulin biology to body fat distribution.	Hip circumference	up to 56,910 European ancestry men, up to 86,570 European ancestry women	up to 36,570 European ancestry men, 30,172 European ancestry women, 915 Filipino ancestry men, 735 Filipino ancestry women, 2,351 African American/Afro-Caribbean ancestry men, 6,258 African American/Afro-Caribbean ancestry women, 2,285 South Asian ancestry men, 506 South Asian ancestry women, 195 Seychellois ancestry men, 266 Seychellois ancestry women	16q12.2	FTO	FTO			79068			rs9939973-A	rs9939973	0	9939973	intron_variant	0	0.4337	2E-86	85.69897000433602	(EA)	0.07	[0.063-0.077] unit increase	Affymetrix, Illumina, Perlegen [up to 2542447] (imputed)	N
